"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.4170515,
"DNK","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.731687334,
"DNK","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.015030293,
"DNK","QGDP","TOT","PC_CHGPP","Q","1996-Q2",2.708013266,
"DNK","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.282819107,
"DNK","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.034009024,
"DNK","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.255106285,
"DNK","QGDP","TOT","PC_CHGPP","Q","1997-Q2",1.717487195,
"DNK","QGDP","TOT","PC_CHGPP","Q","1997-Q3",-0.282299164,
"DNK","QGDP","TOT","PC_CHGPP","Q","1997-Q4",-0.013656432,
"DNK","QGDP","TOT","PC_CHGPP","Q","1998-Q1",1.507787696,
"DNK","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.7552173,
"DNK","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.837315059,
"DNK","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.320757081,
"DNK","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.906036323,
"DNK","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.516383093,
"DNK","QGDP","TOT","PC_CHGPP","Q","1999-Q3",0.618053367,
"DNK","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.398796059,
"DNK","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.975099668,
"DNK","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.138417342,
"DNK","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.276238214,
"DNK","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.977800167,
"DNK","QGDP","TOT","PC_CHGPP","Q","2001-Q1",-1.085721803,
"DNK","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.488181251,
"DNK","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.897826274,
"DNK","QGDP","TOT","PC_CHGPP","Q","2001-Q4",-0.197216541,
"DNK","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-0.033566445,
"DNK","QGDP","TOT","PC_CHGPP","Q","2002-Q2",-0.009920153,
"DNK","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.340052292,
"DNK","QGDP","TOT","PC_CHGPP","Q","2002-Q4",-0.330022229,
"DNK","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.535905782,
"DNK","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.930017583,
"DNK","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.343466356,
"DNK","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.86298281,
"DNK","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.481617502,
"DNK","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.595381652,
"DNK","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.235625688,
"DNK","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.08087338,
"DNK","QGDP","TOT","PC_CHGPP","Q","2005-Q1",-0.362985061,
"DNK","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.968906957,
"DNK","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.111335017,
"DNK","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.324723372,
"DNK","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.256661041,
"DNK","QGDP","TOT","PC_CHGPP","Q","2006-Q2",2.982414581,
"DNK","QGDP","TOT","PC_CHGPP","Q","2006-Q3",-0.666822567,
"DNK","QGDP","TOT","PC_CHGPP","Q","2006-Q4",-0.271021311,
"DNK","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.33129799,
"DNK","QGDP","TOT","PC_CHGPP","Q","2007-Q2",-0.447886765,
"DNK","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.939515371,
"DNK","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.005988508,
"DNK","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-0.041561001,
"DNK","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.922683985,
"DNK","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.584136662,
"DNK","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.361480698,
"DNK","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.423447795,
"DNK","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-1.938341181,
"DNK","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.345762915,
"DNK","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.090743262,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.863569079,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.683517919,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.585373276,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-0.225049653,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.217842912,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.002326552,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-1.243706016,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.817187733,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.069457024,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.075250259,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.093894243,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.16162989,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.563835211,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.074281939,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.633381867,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.201104009,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.253255592,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-0.072441775,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.673875429,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.358693362,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.684680081,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.467773075,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.301652901,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.222825124,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.152059046,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.352637774,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.848381829,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.720496974,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.654390627,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.117777678,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.366774101,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.75496245,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.512055136,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.502598831,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.602133078,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.499343436,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.218153226,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.005162313,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.45731937,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.304154136,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.303746781,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.266709953,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.907743803,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.033995559,
"DNK","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.005006403,
"DNK","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.924482261,
"DNK","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.972452593,
"DNK","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.49682863,
"DNK","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.485584733,
"DNK","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.797199171,
"DNK","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.529824035,
"ESP","QGDP","TOT","PC_CHGPP","Q","1960-Q2",2.055865241,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1960-Q3",2.797368605,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1960-Q4",2.013018902,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1961-Q1",2.858310798,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1961-Q2",4.441130186,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1961-Q3",2.042474721,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1961-Q4",2.821708201,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1962-Q1",2.365594398,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1962-Q2",2.326175952,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1962-Q3",2.449012722,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1962-Q4",0.268262459,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1963-Q1",5.752952622,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1963-Q2",0.082890231,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1963-Q3",2.157735448,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1963-Q4",1.861635924,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1964-Q1",0.565485382,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1964-Q2",1.648014179,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1964-Q3",0.75129305,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1964-Q4",2.174160309,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1965-Q1",2.128162749,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1965-Q2",0.42662027,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1965-Q3",1.018033046,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1965-Q4",2.989390694,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1966-Q1",-0.680517619,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1966-Q2",5.167525676,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1966-Q3",1.98369138,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1966-Q4",0.270896926,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1967-Q1",0.27549265,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1967-Q2",1.201427228,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1967-Q3",1.715238061,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1967-Q4",-0.719103301,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1968-Q1",2.133945021,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1968-Q2",3.034022523,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1968-Q3",0.806297493,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1968-Q4",4.05340748,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1969-Q1",3.548013804,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1969-Q2",-0.337860483,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.86545295,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1969-Q4",1.119478214,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1970-Q1",1.869665315,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1970-Q2",0.158864024,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1970-Q3",0.511083262,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1970-Q4",0.789027645,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.780917772,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1971-Q2",1.950592658,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.839902173,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1971-Q4",2.013559197,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.622512359,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.362836116,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1972-Q3",2.196883976,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.981024409,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1973-Q1",1.840654752,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1973-Q2",1.782785541,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1973-Q3",1.651654071,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.645425147,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1974-Q1",1.698325068,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1974-Q2",1.263590499,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1974-Q3",0.705686378,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1974-Q4",0.066164419,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q1",-0.501915997,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q2",-0.083067768,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q3",0.436846242,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q4",0.702836933,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q1",0.993842659,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q2",1.154238868,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q3",0.969907983,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.767893364,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q1",0.792235802,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.453631189,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.332296681,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q4",0.668053727,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.624253076,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.202601685,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q3",-0.122709652,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q4",-0.147990953,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q1",-0.159395973,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q2",0.155449122,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.240502258,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.351518364,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.669637966,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q2",0.339903035,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-0.396523201,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q4",0.580015819,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q1",-0.566186107,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q2",-0.110718617,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q3",0.444684894,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.099841043,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.411598396,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.379789937,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q3",0.67320739,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.352495983,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.365463092,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q2",0.617609594,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q3",0.147060704,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.646116914,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q1",0.827201218,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q2",-0.308284679,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.870915218,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.127632419,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q1",1.115984954,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q2",-0.093929207,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.036666832,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q4",1.148468301,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.28204135,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q2",2.381555918,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q3",-0.705039025,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.638803135,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q1",2.048184242,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.49605753,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q3",2.065202533,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q4",2.045736097,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q1",0.321543408,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q2",1.22318158,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q3",1.802907916,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q4",-0.224281664,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q1",2.358130461,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q2",0.984088837,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q3",1.339679544,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q4",-0.166005345,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.87601898,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q2",1.699634141,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q3",-0.29846911,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q4",3.78168337,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-1.921754413,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.219274668,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.755272475,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.497512438,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.997700538,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-1.303955142,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.0638667,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.651596125,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q1",-0.932984303,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q2",-0.00677533,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.203186557,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.376845971,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q1",0.827092028,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.219252651,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.793995059,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.374223486,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q1",1.139887818,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.626475344,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.404785766,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.747758398,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.596091367,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.744412778,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.857968292,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.521448142,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.02024876,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.912896259,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.191036053,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.366050308,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.881427181,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.134158547,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.945725553,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.086423705,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q1",1.003493424,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q2",1.192424139,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.330389822,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.121813248,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.604993102,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.258317872,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.080112971,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.018595501,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.066791396,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.745368702,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.931995265,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.680507295,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.430755321,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.821027301,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.616873221,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.748338211,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.936732447,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.526951735,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.659827719,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.852443519,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.60844005,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.983144346,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.941201225,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.671859278,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.981551608,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.888808271,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.967356128,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.001443906,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.150570686,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.975689234,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.929862547,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.948808227,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.9203708,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.902488869,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.767469701,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.630260395,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.221135567,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.115662067,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.182712679,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.627125163,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-2.600341016,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.004460138,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.213724455,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.03523569,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.022261964,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.156239562,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-0.048540272,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.052271008,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.150061692,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.310222499,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.645826509,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.663137427,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.931195619,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.958602679,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.519688187,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.740714981,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.307528213,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.088247812,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q3",-0.036737262,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.166160366,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.367288312,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.471333071,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.734260997,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.859167269,
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.147481028,
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.079096045,
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.905855831,
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.973057209,
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.680244742,
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.414833758,
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.856627103,
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.543757017,
